source_id	original_url_or_path	source_type	title_or_subject	date	evidence_status	currentness	new_route	new_section_or_record	treatment	reason	implemented	verified
FILE-328	02-collect/source-data/external/html/mvbank-contributions-2023.txt	text/plain	Extracted text from external corroboration source: mvbank-contributions-2023	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-329	02-collect/source-data/external/html/mvcf-community-impact-grants.html	text/html	Saved external corroboration HTML: mvcf-community-impact-grants	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-330	02-collect/source-data/external/html/mvcf-community-impact-grants.txt	text/plain	Extracted text from external corroboration source: mvcf-community-impact-grants	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-331	02-collect/source-data/external/html/mvcf-emergency-response-grants.html	text/html	Saved external corroboration HTML: mvcf-emergency-response-grants	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-332	02-collect/source-data/external/html/mvcf-emergency-response-grants.txt	text/plain	Extracted text from external corroboration source: mvcf-emergency-response-grants	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-333	02-collect/source-data/external/html/mvcs-childcare-directory.html	text/html	Saved external corroboration HTML: mvcs-childcare-directory	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-334	02-collect/source-data/external/html/mvcs-childcare-directory.txt	text/plain	Extracted text from external corroboration source: mvcs-childcare-directory	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-335	02-collect/source-data/external/html/mvtimes-100-languages.html	text/html	Saved external corroboration HTML: mvtimes-100-languages	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-336	02-collect/source-data/external/html/mvtimes-100-languages.txt	text/plain	Extracted text from external corroboration source: mvtimes-100-languages	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-337	02-collect/source-data/external/html/mvtimes-childrens-rights-2017.html	text/html	Saved external corroboration HTML: mvtimes-childrens-rights-2017	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-338	02-collect/source-data/external/html/mvtimes-childrens-rights-2017.txt	text/plain	Extracted text from external corroboration source: mvtimes-childrens-rights-2017	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-339	02-collect/source-data/external/html/mvtimes-community-youth-art-2019.html	text/html	Saved external corroboration HTML: mvtimes-community-youth-art-2019	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-340	02-collect/source-data/external/html/mvtimes-community-youth-art-2019.txt	text/plain	Extracted text from external corroboration source: mvtimes-community-youth-art-2019	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-341	02-collect/source-data/external/html/mvtimes-educator-retreat-2015.html	text/html	Saved external corroboration HTML: mvtimes-educator-retreat-2015	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-342	02-collect/source-data/external/html/mvtimes-educator-retreat-2015.txt	text/plain	Extracted text from external corroboration source: mvtimes-educator-retreat-2015	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-343	02-collect/source-data/external/html/mvtimes-featherstone-2026.html	text/html	Saved external corroboration HTML: mvtimes-featherstone-2026	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-344	02-collect/source-data/external/html/mvtimes-featherstone-2026.txt	text/plain	Extracted text from external corroboration source: mvtimes-featherstone-2026	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-345	02-collect/source-data/external/html/mvtimes-fire-station-2013.html	text/html	Saved external corroboration HTML: mvtimes-fire-station-2013	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-346	02-collect/source-data/external/html/mvtimes-fire-station-2013.txt	text/plain	Extracted text from external corroboration source: mvtimes-fire-station-2013	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
